RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
275,28800116,712,Brisbane,Male,28,4,145605.44,Divorced,5332.58,Bachelors,1,0,1,93883.53,0
276,28758685,706,Melborne,Female,37,7,0,Married,64101.84,Bachelors,2,1,1,110899.3,0
277,28694456,756,Perth,Male,62,3,0,Married,15035.38,Masters,1,1,1,11199.04,1
278,28767339,777,Perth,Female,53,10,0,Married,33192.87,Masters,2,1,0,189992.97,0
279,28683562,646,Perth,Male,35,6,84026.86,Married,43316.89,Diploma,1,0,1,164255.69,0
280,28782210,714,Perth,Male,46,1,0,Married,70261.36,Masters,1,1,0,152167.79,1
281,28668893,782,Perth,Male,39,8,0,Single,5649.99,Bachelors,2,1,1,33949.67,0
282,28669169,775,Melborne,Male,29,10,0,Divorced,55948.41,Diploma,2,1,1,68143.93,0
283,28643024,479,Brisbane,Male,35,4,138718.92,Married,94224.95,Masters,1,1,1,47251.79,1
284,28699389,807,Perth,Male,42,7,118274.71,Divorced,80360.4,Bachelors,1,1,1,25885.72,0
285,28708608,799,Perth,Female,22,8,174185.98,Single,67003.08,Diploma,2,0,1,192633.85,0
286,28626144,675,Perth,Male,40,7,113208.86,Single,70503.1,Bachelors,2,1,0,34577.36,0
287,28573112,602,Melborne,Male,29,5,103907.28,Married,68258.97,Bachelors,1,1,0,161229.84,0
288,28790678,475,Perth,Female,32,8,119023.28,Divorced,50237.6,Bachelors,1,1,0,100816.29,0
289,28727556,744,Melborne,Female,26,5,166297.89,Divorced,84106.38,Bachelors,1,1,1,181694.44,0
290,28697307,588,Melborne,Male,34,10,0,Single,32139.8,Bachelors,2,1,0,79078.91,0
291,28652266,703,Brisbane,Male,42,9,63227,Married,44560.38,Diploma,1,0,1,137316.32,0
292,28607098,747,Melborne,Female,41,5,94521.17,Divorced,26525.32,Masters,2,1,0,194926.86,0
293,28655774,583,Perth,Male,27,7,0,Divorced,50368.74,Masters,2,1,0,51285.49,0
294,28590241,750,Melborne,Female,34,9,112822.26,Single,52492.12,Bachelors,1,0,0,150401.53,1
295,28785819,681,Perth,Male,38,3,0,Divorced,18525.81,Bachelors,2,1,1,112491.96,0
296,28723654,773,Perth,Male,25,2,135903.33,Single,91910.26,Diploma,1,1,0,73656.38,0
297,28774510,714,Perth,Female,31,4,125169.26,Divorced,91370.45,Masters,1,1,1,106636.89,0
298,28684173,687,Melborne,Female,44,7,0,Single,73647.9,Bachelors,3,1,0,155853.52,1
299,28650068,511,Perth,Male,58,0,149117.31,Married,49842.99,Diploma,1,1,1,162599.51,0
300,28811490,627,Perth,Male,33,5,0,Divorced,53568.82,Masters,2,1,1,103737.82,0
301,28803976,694,Perth,Female,31,10,0,Divorced,67415,Masters,2,1,0,160990.27,0
302,28682541,616,Melborne,Female,36,6,132311.71,Married,93172.52,Bachelors,1,0,0,15462.84,0
303,28695699,687,Perth,Male,35,8,0,Divorced,32795.4,Bachelors,2,1,0,10334.05,0
304,28624188,712,Perth,Female,33,6,0,Divorced,87613.73,Diploma,2,1,1,190686.16,0
305,28812191,553,Perth,Male,33,4,118082.89,Married,71210.5,Masters,1,0,0,94440.45,0
306,28636673,667,Perth,Male,31,1,119266.69,Divorced,44012.42,Masters,1,1,1,28257.63,0
307,28594898,731,Perth,Male,43,2,0,Divorced,55040.75,Bachelors,1,1,1,170034.95,1
308,28660211,629,Brisbane,Male,35,7,156847.29,Married,63093.41,Masters,2,1,0,31824.29,0
309,28773972,614,Perth,Male,50,4,137104.47,Divorced,73113.98,Diploma,1,1,0,127166.49,1
310,28746726,438,Brisbane,Male,31,8,78398.69,Single,38833.08,Masters,1,1,0,44937.01,0
311,28712287,652,Perth,Female,80,4,0,Divorced,83154.33,Bachelors,2,1,1,188603.07,0
312,28702919,729,Brisbane,Male,30,6,63669.42,Single,34839.74,Masters,1,,0,145111.37,0
313,28674398,642,Perth,Male,38,3,0,Married,67219.45,Bachelors,2,0,0,171463.83,0
314,28797960,806,Brisbane,Female,59,0,135296.33,Divorced,63570.75,Bachelors,1,1,0,182822.5,0
315,28631868,744,Melborne,Male,36,2,153804.44,Single,72054.19,Bachelors,1,1,1,87213.33,0
316,28582839,474,Melborne,Male,37,3,0,Married,93357.75,Masters,2,0,0,57175.32,0
317,28662736,559,Perth,Male,49,2,147069.78,Married,36348.87,Diploma,1,1,0,120540.83,1
318,28666252,706,Melborne,Male,42,9,0,Divorced,98911.82,Bachelors,2,1,1,28714.34,0
319,28677512,628,Melborne,Female,22,3,0,Single,5796.81,Masters,1,1,0,85426.28,0
320,28626114,429,Perth,Male,24,4,95741.75,Single,27976.61,Masters,1,1,0,46170.75,0
321,28810834,525,Melborne,Female,57,2,145965.33,Divorced,83001.1,Bachelors,1,1,1,64448.36,0
322,28678910,680,Perth,Female,30,8,141441.75,Married,99915.49,Masters,1,1,1,16278.97,0
323,28694408,749,Perth,Male,40,1,139290.41,Married,53098.23,Diploma,1,1,0,182855.42,1
324,28585228,763,Perth,Female,31,4,0,Divorced,6591.84,Diploma,2,0,0,50404.72,0
325,28682757,734,Perth,Male,30,3,0,Single,11043.78,Bachelors,2,1,0,107640.25,0
326,28736601,716,Perth,Male,35,4,144428.87,Married,66932.1,Diploma,1,1,0,134132.65,0
327,28601848,594,Perth,Male,35,2,0,Divorced,81396.93,Masters,2,1,0,103480.69,0
328,28736008,644,Perth,Female,46,9,95441.27,Single,22494.24,Masters,1,1,0,108761.05,1
329,28669064,671,Brisbane,Male,35,1,144848.74,Married,99738.31,Bachelors,1,1,1,179012.3,0
330,28624528,664,Brisbane,Male,26,7,116244.14,Divorced,77026.97,Masters,2,1,1,95145.14,0
331,28598493,656,Perth,Male,50,7,0,Divorced,43336.01,Masters,2,0,1,72143.44,0
332,28601274,667,Melborne,Female,40,1,146502.07,Single,6880.81,Bachelors,1,1,0,19162.89,0
333,28702669,663,Brisbane,Male,44,2,117028.6,Single,78359.18,Diploma,2,0,1,144680.18,0
334,28728669,584,Brisbane,Female,30,8,112013.81,Divorced,65079.11,Bachelors,1,1,0,177772.03,1
335,28742668,626,Melborne,Female,37,6,108269.37,Married,16435.86,Masters,1,1,0,5597.94,0
336,28697441,485,Perth,Male,29,7,182123.79,Divorced,28671.24,Diploma,1,1,0,116828.51,1
337,28740476,659,Brisbane,Female,32,3,150923.74,Divorced,33431.53,Bachelors,2,0,1,174652.51,0
338,28648064,649,Perth,Male,33,2,0,Married,19381.22,Masters,2,1,0,2010.98,0
339,28636624,805,Melborne,Female,39,5,165272.13,Married,99039.86,Diploma,1,1,0,14109.85,1
340,28807923,716,Brisbane,Female,39,10,115301.31,Single,90786.28,Bachelors,1,1,0,43527.4,1
341,28745844,642,Brisbane,Female,40,6,129502.49,Divorced,26134.35,Bachelors,2,0,1,86099.23,1
342,28786170,659,Perth,Male,31,4,118342.26,Divorced,74628.09,Masters,1,0,0,161574.19,0
343,28681081,545,Melborne,Female,47,5,0,Divorced,34157.17,Diploma,2,1,1,38970.14,0
344,28684484,543,Perth,Male,22,8,0,Divorced,63270.51,Bachelors,2,0,0,127587.22,0
345,28785869,718,Perth,Female,25,7,0,Married,39182.77,Masters,2,1,0,30380.12,0
346,28763859,840,Perth,Female,43,7,0,Divorced,69971.07,Masters,2,1,0,90908.95,0
347,28658935,630,Brisbane,Female,34,9,106937.05,Single,59055.1,Bachelors,2,1,0,138275.01,0
348,28747358,643,Brisbane,Male,59,3,170331.37,Divorced,15325.57,Bachelors,1,1,1,32171.79,0
349,28735203,,Brisbane,Female,32,1,114510.85,Single,49526.94,Masters,1,1,1,126143.23,0
350,28576256,582,Perth,Male,39,5,0,Divorced,72399.32,Bachelors,2,1,1,129892.93,0
351,28659420,659,Melborne,Male,32,3,107594.11,Divorced,97291.47,Bachelors,2,1,1,102416.84,0
352,28593365,762,Melborne,Male,39,2,81273.13,Single,56550.74,Masters,1,1,1,18719.67,0
353,28777352,568,Melborne,Female,32,7,169399.6,Married,48083.92,Masters,1,1,0,61936.22,0
354,28812007,670,Melborne,Male,25,6,0,Married,26601.85,Masters,2,1,1,78358.94,0
355,28625461,613,Perth,Female,45,1,187841.99,Divorced,17326.99,Bachelors,2,1,1,147224.27,0
356,28739438,539,Perth,Male,30,0,0,Married,40410.22,Masters,2,1,0,160979.66,0
357,28611759,850,Melborne,Female,57,8,126776.3,Divorced,76677.04,Masters,2,1,1,132298.49,0
358,28661629,522,Melborne,Male,34,9,126436.29,Divorced,45106.73,Masters,1,1,0,174248.52,1
359,28633950,737,Perth,Male,41,1,101960.74,Single,82017.06,Bachelors,1,1,1,123547.28,0
360,28592386,520,Perth,Male,58,3,0,Single,22779.79,Diploma,2,0,1,32790.02,0
361,28803716,706,Melborne,Male,28,3,0,Married,12638.88,Bachelors,2,0,1,181543.67,0
362,28696674,643,Brisbane,Female,45,2,150842.93,Married,75058.12,Diploma,1,0,1,2319.96,1
363,28706365,,Perth,Female,50,9,102535.57,Divorced,92208.29,Bachelors,,1,1,189543.19,0
364,28745088,443,Brisbane,Female,29,9,99027.61,Divorced,57057.66,Bachelors,2,1,0,10940.4,0
365,28676728,640,Perth,Male,68,9,0,Married,30530.17,Bachelors,2,1,1,199493.38,0
366,28613085,628,Melborne,Female,33,3,0,Married,35231.33,Masters,1,1,1,188193.25,0
367,28633537,540,Brisbane,Female,42,9,87271.41,Divorced,84449.89,Masters,2,1,0,172572.64,0
368,28594720,460,Brisbane,Female,35,8,102742.91,Divorced,64580.92,Masters,2,1,1,189339.6,0
369,28684042,636,Brisbane,Male,34,2,40105.51,Divorced,8063.31,Bachelors,2,0,1,53512.16,0
370,28583303,593,Perth,Female,29,2,152265.43,Divorced,67296.66,Diploma,1,1,0,34004.44,0
371,28612879,801,Melborne,Male,42,4,141947.67,Single,56557.52,Diploma,1,1,1,10598.29,0
372,28774696,640,Brisbane,Female,75,1,106307.91,Divorced,88800.25,Diploma,2,0,1,113428.77,0
373,28694506,611,Brisbane,Male,31,0,107884.81,Single,98343.04,Bachelors,2,1,1,183487.98,0
374,28688074,802,Brisbane,Male,31,1,125013.72,Married,25757.91,Masters,1,1,1,187658.09,0
375,28759537,717,Brisbane,Male,35,7,58469.37,Married,34218.83,Bachelors,2,1,1,172459.39,0
376,28758449,769,Perth,Female,39,8,0,Married,87448.84,Bachelors,1,0,1,21016,0
377,28583456,745,Brisbane,Male,45,10,117231.63,Divorced,15588.38,Bachelors,3,1,1,122381.02,1
378,28667871,572,Melborne,Male,35,4,152390.26,Single,55976.92,Diploma,1,1,0,128123.66,0
379,28677371,629,Melborne,Female,30,2,34013.63,Married,38119.25,Diploma,1,1,0,19570.63,0
380,28629677,687,Melborne,Female,39,2,0,Divorced,10327.69,Diploma,3,0,0,188150.6,1
381,28713578,483,Perth,Female,50,9,0,Married,70002.6,Masters,2,1,1,111020.24,0
382,28592809,690,Perth,Male,36,7,101583.11,Single,96900.8,Diploma,2,1,0,123775.15,0
383,28568240,492,Brisbane,Female,30,10,77168.87,Divorced,44909.53,Bachelors,2,0,1,146700.22,0
384,28622993,709,Brisbane,Male,28,8,124695.72,Married,27075.74,Bachelors,2,1,0,145251.35,0
385,28689294,705,Brisbane,Male,44,3,105934.96,Married,57083.32,Bachelors,1,1,0,82463.69,0
386,28720910,560,Perth,Female,66,9,0,Married,86770.91,Masters,1,1,1,15928.49,0
387,28721181,611,Melborne,Male,46,6,0,Divorced,39816.27,Bachelors,2,1,0,45886.33,0
388,28776433,730,Melborne,Male,62,2,0,Married,40768.42,Bachelors,2,1,1,186489.95,0
389,28748936,709,Melborne,Female,45,2,0,Divorced,82903.44,Diploma,2,0,1,162922.65,0
390,28717225,544,Perth,Female,21,10,161525.96,Single,61298.73,Bachelors,2,1,0,9262.77,0
391,28685226,712,Brisbane,Female,29,7,147199.07,Single,99840.04,Bachelors,1,1,1,84932.4,0
392,28785611,752,Brisbane,Male,38,3,183102.29,Married,29994.34,Bachelors,1,1,1,71557.12,0
393,28573456,648,Melborne,Male,46,9,127209,Divorced,41261.09,Bachelors,2,1,0,77405.95,1
394,28684548,556,Melborne,Male,38,8,0,Divorced,67352.06,Bachelors,2,0,0,417.41,1
395,28620505,594,Melborne,Female,24,0,97378.54,Single,20944.12,Masters,1,1,1,71405.17,0
396,28807432,645,Brisbane,Female,37,2,136925.09,Married,70998.68,Diploma,2,0,1,153400.24,0
397,28584766,557,Perth,Male,33,3,54503.55,Divorced,27101.94,Masters,1,1,1,371.05,0
398,28612187,547,Brisbane,Male,32,8,155726.85,Single,24064.11,Diploma,1,1,0,67789.99,0
399,28762218,701,Perth,Female,39,9,0,Divorced,29996.68,Diploma,2,0,1,145894.9,0
400,28646372,616,Perth,Female,66,1,135842.41,Single,82895.85,Bachelors,1,1,0,183840.51,1
401,28690452,605,Perth,Male,52,1,63349.75,Married,16476.72,Masters,1,1,0,108887.44,0
402,28747795,593,Brisbane,Female,38,4,129499.42,Single,71513.32,Bachelors,1,1,1,154071.27,0
403,28782889,751,Melborne,Male,52,8,0,Divorced,61431.6,Masters,2,0,1,179291.85,0
404,28732674,443,Melborne,Male,36,6,70438.01,Married,15659.21,Bachelors,2,0,1,56937.43,0
405,28642291,685,Perth,Male,23,8,0,Single,82319.54,Bachelors,2,1,1,112239.03,0
406,28692761,718,Perth,Male,36,9,0,Divorced,39338.93,Bachelors,1,1,0,45909.87,0
407,28578045,538,Melborne,Female,49,9,141434.04,Divorced,82485.45,Bachelors,1,0,0,173779.25,1
408,28745354,611,Melborne,Female,37,4,0,Single,70370.24,Bachelors,2,1,0,125696.26,0
409,28701376,668,Brisbane,Male,37,10,152958.29,Divorced,11251.09,Bachelors,2,1,1,159585.61,0
410,28691625,537,Brisbane,Female,41,3,138306.34,Single,96007.28,Diploma,1,1,0,106761.47,0
411,28566594,709,Melborne,Male,23,10,0,Married,51166.13,Masters,2,0,0,129590.18,0
412,28760431,850,Perth,Male,38,1,0,Single,80828.09,Bachelors,2,1,1,80006.65,0
413,28686302,745,Melborne,Female,31,3,124328.84,Married,6924.88,Diploma,1,1,1,140451.52,0
414,28802859,693,Brisbane,Female,41,9,181461.48,Divorced,7741.04,Bachelors,3,1,1,187929.43,1
415,28810432,795,Melborne,Male,35,8,0,Married,53133.34,Masters,2,1,0,167155.36,0
416,28809616,626,Melborne,Male,26,8,0,Divorced,73347.72,Bachelors,2,0,0,191420.71,0
417,28720559,487,Brisbane,Female,61,5,110368.03,Single,56105.5,Diploma,1,0,0,11384.45,1
418,28695632,556,Perth,Female,39,9,89588.35,Single,81308.09,Diploma,1,1,1,94898.1,0
419,28659843,643,Perth,Female,46,6,0,Single,15626.17,Diploma,2,0,0,106781.59,0
420,28628624,605,Perth,Female,28,6,0,Single,22457.61,Bachelors,2,0,0,159508.52,0
421,28810418,756,Brisbane,Female,60,3,115924.89,Single,97872.67,Bachelors,1,1,0,93524.19,1
422,28716186,586,Perth,Female,38,2,0,Single,72587.89,Bachelors,2,1,0,87168.46,0
423,28674551,535,Brisbane,Male,40,7,111756.5,Single,59547.15,Bachelors,1,1,0,8128.32,1
424,28622834,678,Perth,Female,35,4,0,Single,16205.93,Bachelors,1,1,0,125518.32,0
425,28566111,596,Perth,Male,39,9,0,Single,38726.6,Masters,1,1,0,48963.59,0
426,28784597,648,Perth,Male,,9,162923.85,Single,64819.33,Bachelors,1,1,0,98368.24,0
427,28652883,492,Brisbane,Male,39,10,124576.65,Married,31490.44,Bachelors,2,1,0,148584.61,0
428,28806964,702,Perth,Male,45,0,80793.58,Divorced,82090.36,Diploma,1,1,1,27474.81,0
429,28576313,486,Brisbane,Female,40,9,71340.09,Divorced,48340.1,Bachelors,1,1,0,76192.21,0
430,28806467,568,Brisbane,Male,40,1,99282.63,Married,58781.26,Diploma,1,0,0,134600.94,1
431,28597602,619,Brisbane,Male,57,3,137946.39,Married,20195.59,Diploma,1,1,1,72467.99,1
432,28743040,724,Brisbane,Male,41,2,127892.57,Single,52753.23,Masters,2,0,1,199645.45,0
433,28705521,548,Brisbane,Female,33,0,101084.36,Single,43251.67,Bachelors,1,1,0,42749.85,0
434,28595039,545,Brisbane,Female,37,8,114754.08,Divorced,80031.95,Bachelors,1,1,0,136050.44,1
435,28799384,683,Perth,Male,33,8,0,Married,21106.98,Masters,1,0,0,73564.44,0
436,28581197,762,Perth,Female,51,3,99286.98,Married,68334.24,Bachelors,1,0,1,85578.63,0
437,28693737,627,Brisbane,Female,30,4,79871.02,Married,92099.64,Bachelors,2,1,0,129826.89,0
438,28624623,516,Perth,Male,35,10,104088.59,Divorced,85148.79,Bachelors,2,0,0,119666,0
439,28783501,800,Perth,Female,38,2,168190.33,Married,95444.77,Masters,2,1,0,68052.08,0
440,28690134,464,Brisbane,Female,42,3,85679.25,Divorced,96234.95,Bachelors,1,1,1,164104.74,0
441,28782735,626,Perth,Female,35,3,0,Divorced,17059.86,Diploma,1,0,0,80190.36,0
442,28611088,790,Perth,Female,31,9,0,Single,10674.08,Bachelors,2,1,0,84126.75,0
443,28672145,534,Perth,Female,34,7,121551.58,Married,5660.19,Diploma,2,1,1,70179,0
444,28732628,745,Perth,Male,46,2,122220.19,Single,54993.53,Bachelors,1,1,1,118024.1,0
445,28787470,553,Melborne,Male,47,3,116528.15,Married,39711.45,Diploma,1,0,0,145704.19,1
446,28803406,748,Perth,Female,26,1,77780.29,Single,27941.11,Diploma,1,0,1,183049.41,0
447,28730460,722,Perth,Male,37,2,0,Single,12021.2,Bachelors,1,0,0,120906.83,0
448,28644572,501,Perth,Male,40,4,125832.2,Married,99516.22,Bachelors,1,1,1,100433.83,0
449,28694860,675,Perth,Female,38,6,68065.8,Divorced,96827.42,Diploma,1,0,0,138777,1
450,28658169,778,Melborne,Female,47,6,127299.34,Divorced,68552.11,Bachelors,2,1,0,124694.99,0
451,28794396,494,Brisbane,Female,38,7,174937.64,Single,41777.49,Bachelors,1,1,0,40084.32,0
452,28785798,850,Perth,Male,40,9,0,Single,71479.34,Masters,2,0,1,119232.33,0
453,28710825,592,Melborne,Male,31,7,110071.1,Single,18971.77,Bachelors,1,0,0,43921.36,0
454,28668444,590,Melborne,Female,44,3,139432.37,Single,37854.48,Bachelors,1,1,0,62222.81,0
455,28726631,758,Perth,Female,39,6,127357.76,Divorced,25899.72,Masters,1,0,1,56577,0
456,28733797,506,Perth,Male,36,5,0,Divorced,45147.97,Bachelors,2,1,0,164253.35,0
457,28747960,733,Perth,Male,33,3,0,Single,53886.59,Bachelors,1,1,1,7666.73,0
458,28634632,711,Perth,Male,38,3,0,Single,39863.21,Diploma,2,1,0,68487.51,0
459,28707362,514,Brisbane,Male,43,1,95556.31,Divorced,95298.33,Bachelors,1,0,1,199273.98,1
460,28662976,637,Melborne,Male,37,8,0,Divorced,41975.76,Bachelors,1,1,1,186062.36,0
461,28732778,468,Brisbane,Male,29,1,111681.98,Divorced,84717.59,Diploma,2,1,1,195711.16,0
462,28718443,539,Perth,Male,39,3,0,Married,23056.6,Bachelors,2,1,0,36692.17,0
463,28670039,509,Melborne,Female,25,3,108738.71,Single,34530.63,Masters,2,1,0,106920.57,0
464,28773792,662,Perth,Female,32,4,133950.37,Single,84646.39,Bachelors,1,1,1,48725.68,1
465,28613786,818,Melborne,Male,26,4,0,Divorced,54858.21,Bachelors,2,1,1,167036.94,0
466,28726032,608,Perth,Male,33,9,89968.69,Married,84718.36,Bachelors,1,1,0,68777.26,0
467,28663252,850,Melborne,Female,32,9,0,Single,52680.6,Bachelors,2,1,1,18924.92,0
468,28593782,816,Brisbane,Female,38,5,130878.75,Single,84793.8,Diploma,3,1,0,71905.77,1
469,28633283,536,Perth,Male,35,8,0,Single,55593.01,Masters,2,1,0,64833.28,0
470,28749167,753,Perth,Male,35,3,0,Married,15652.35,Masters,2,1,1,184843.77,0
471,28759298,631,Melborne,Male,27,10,134169.62,Divorced,79377.46,Bachelors,1,1,1,176730.02,0
472,28683625,703,Perth,Male,37,1,149762.08,Single,61270.86,Diploma,1,1,0,20629.4,1
473,28635367,774,Perth,Male,26,2,93844.69,Divorced,95485.57,Bachelors,1,1,0,28415.36,0
474,28681705,785,Perth,Male,28,8,0,Single,43088.83,Masters,2,1,0,77231.27,0
475,28603286,571,Perth,Female,33,1,0,Single,71874.27,Bachelors,2,1,0,102750.7,0
476,28591986,621,Brisbane,Male,46,6,141078.37,Married,79883.47,Bachelors,1,0,0,34580.8,1
477,28798888,605,Brisbane,Female,31,1,117992.59,Married,67519.36,Masters,1,1,1,183598.77,0
478,28809722,611,Perth,Female,40,8,100812.33,Divorced,45969.54,Bachelors,2,1,0,147358.27,0
479,28677538,569,Perth,Male,38,7,0,Single,23086.17,Bachelors,1,1,1,108469.2,0
480,28797736,658,Perth,Male,29,4,80262.6,Married,25619.22,Bachelors,1,1,1,20612.82,0
481,28695585,788,Melborne,Male,34,6,156478.62,Divorced,15892.06,Bachelors,1,0,1,181196.76,0
482,28744398,525,Perth,Female,23,5,0,Married,90576.29,Bachelors,2,1,0,160249.1,0
483,28750658,798,Perth,Male,37,8,0,Divorced,74673.75,Diploma,3,0,0,110783.28,0
484,28578186,486,Brisbane,Male,37,9,115217.99,Divorced,96428.97,Bachelors,2,1,0,144995.33,0
485,28676519,615,Melborne,Male,61,9,0,Divorced,40097.52,Bachelors,2,1,0,150227.85,1
486,28637954,730,Perth,Female,35,0,155470.55,Single,67045.2,Bachelors,1,1,1,53718.28,0
487,28758639,641,Perth,Male,37,7,0,Single,12621.03,Diploma,2,1,0,75248.3,0
488,28613772,542,Perth,Male,39,3,135096.77,Divorced,17419.18,Masters,1,1,1,14353.43,1
489,28731744,692,Perth,Male,30,2,0,Divorced,70902.18,Masters,2,0,1,130486.57,0
490,28807709,714,Brisbane,Female,55,9,180075.22,Married,49952.74,Masters,1,1,1,100127.71,0
491,28714689,591,Melborne,Male,29,1,97541.24,Divorced,91546.34,Bachelors,1,1,1,196356.17,0
492,28699005,710,Perth,Female,41,2,156067.05,Single,44039.13,Bachelors,1,1,1,9983.88,0
493,28624170,639,Perth,Female,38,4,81550.94,Married,91384.03,Bachelors,2,0,1,118974.77,0
494,28725679,531,Perth,Female,47,6,0,Married,56382.9,Masters,1,0,0,194998.34,1
495,28585865,673,Perth,Female,38,2,170061.92,Married,20494.35,Masters,2,0,0,134901.34,1
496,28804256,765,Brisbane,Male,36,8,92310.54,Married,48297.74,Masters,2,1,1,72924.56,0
497,28662403,622,Perth,Female,32,6,169089.38,Single,65278.6,Bachelors,2,1,0,101057.95,0
498,28733616,806,Perth,Male,40,5,80613.93,Single,11267.53,Masters,1,1,1,142838.64,0
499,28591995,757,Brisbane,Male,26,8,121581.56,Single,81332.5,Diploma,2,1,1,127059.04,0
500,28677020,570,Perth,Female,58,8,0,Single,57192.23,Bachelors,1,0,1,116503.92,1
501,28727688,555,Melborne,Male,32,4,0,Single,61113.34,Masters,2,1,1,54405.79,0
502,28728941,692,Perth,Male,54,5,0,Married,69677.12,Diploma,2,1,1,88721.84,0
503,28714485,774,Perth,Male,60,5,85891.55,Married,88097.76,Bachelors,1,1,0,74135.48,1
504,28730059,638,Melborne,Male,44,9,77637.35,Single,32855.99,Bachelors,2,1,1,111346.22,0
505,28728527,543,Melborne,Female,41,4,0,Single,16265.9,Diploma,1,0,0,194902.16,0
506,28576623,584,Perth,Male,31,5,0,Married,90419.95,Diploma,2,1,0,31474.27,0
507,28805565,691,Brisbane,Male,30,7,116927.89,Divorced,63994.25,Bachelors,1,1,0,21198.39,0
508,28677307,684,Brisbane,Female,40,6,137326.65,Divorced,42130.64,Bachelors,1,1,0,186976.6,0
509,28773890,733,Perth,Male,22,5,0,Divorced,8048.25,Diploma,2,1,1,117202.19,0
510,28598883,599,Melborne,Female,37,2,0,Single,6142.87,Masters,2,1,1,143739.29,0
511,28568506,524,Brisbane,Female,31,10,67238.98,Divorced,37362.54,Bachelors,2,1,1,161811.23,0
512,28761043,632,Brisbane,Female,38,6,86569.76,Single,43440.38,Bachelors,2,1,0,98090.91,0
513,28782236,735,Melborne,Male,34,5,0,Divorced,56586.87,Masters,2,0,0,71095.41,0
514,28593601,734,Perth,Male,34,6,133598.4,Divorced,31506.43,Masters,1,1,1,13107.24,0
